card_acc_no,card_no,cust_id,valid_thru,cvv,cred_limit,outstanding
2004,36275733911685,2881,03/31,112,8606.6,39989.09
2005,376472221544759,364,08/31,071,7432.62,25438.32
2006,6011274052699183,2597,02/27,5260,40043.85,2517.19
2007,630468481100,2621,03/30,849,24284.94,49286.07
2008,373998119354110,2368,03/29,236,36981.25,9677.1
2009,4468242435688,839,01/35,513,18705.54,27077.27
2010,370171159991323,1799,10/27,915,26203.15,39014.53
2011,30171243513911,262,11/29,369,37787.25,49259.41
2012,2239832006263805,290,02/34,8862,45382.55,7975.24
2013,6011608888992470,2076,10/25,976,49186.96,31040.18
2014,3531213539330978,1238,04/32,855,42543.28,2897.48
2015,4473181090367010,2866,06/31,272,27045.26,13419.12
2016,375337553931562,1819,06/27,971,17401.27,2299.31
2017,180050120176893,2178,08/29,855,40950.67,24818.84
2018,342221118249316,1721,05/32,3457,1802.08,18504.07
2019,4510391758670812,718,01/29,265,23773.75,9655.08
2020,2237942346527694,281,01/29,911,15536.23,21601.09
2021,213120840725674,1338,08/30,321,49112.47,28325.06
2022,676249600377,1955,06/32,772,18842.69,13278.83
2023,4583542569922527346,963,11/31,666,45855.99,13961.13
2024,347777222836244,2886,09/27,754,43476.23,39930.43
2025,4016998628985680,2380,08/34,856,20429.5,12966.25
2026,6527804837180062,529,11/25,824,49345.37,2774.77
2027,5558814812544442,2459,01/30,025,13041.29,6022.78
2028,3543395244822195,57,05/29,442,23396.02,27098.74
2029,370509722531656,2147,03/31,073,31703.72,20820.89
2030,4691602524531562,1612,03/33,915,47147.07,30941.07
2031,6529771956152883,2289,07/28,636,37233.38,6578.94
2032,6525399032819624,1507,07/30,213,39685.78,2562.34
2033,3595542720909189,168,03/32,535,33160.06,35103.81
2034,213159819433563,595,10/26,227,22232.42,15633.32
2035,4997280256063030912,15,10/33,009,32214.34,13897.05
2036,2281768829646361,1659,08/32,070,6017.6,25225.16
2037,501897919137,1559,12/31,103,28001.56,1573.46
2038,4939559355922660,2778,04/30,289,22843.3,766.22
2039,213153421403742,1544,06/27,108,10890.49,43254.71
2040,348773733876299,760,12/29,969,4884.64,47879.53
2041,376816946428559,354,11/28,411,13390.69,28240.83
2042,4467920154813502,697,12/34,964,6086.67,1117.86
2043,4680240934286,1211,02/32,542,33166.31,13237.03
2044,30010198434717,2231,05/31,7172,15567.88,21213.07
2045,6011719676157034,921,03/27,502,1202.2,42440.45
2046,4385866477723,1772,09/32,123,26560.14,8400.83
2047,347379661802058,1955,09/34,250,5316.15,29934.57
2048,2238510994819074,860,08/34,766,10213.51,41023.05
2049,349963061683313,1940,08/28,995,3388.34,40031.21
2050,6512464590319204,2792,02/29,948,19578.6,20186.07
2051,4604118080981717,1238,12/28,505,41706.38,39014.45
2052,340308169933872,2234,01/35,079,33701.79,20522.73
2053,2308375177892230,2204,01/32,781,21457.82,16003.34
2054,675964926959,2758,07/34,162,37633.6,13600.23
2055,3567799091248803,2570,11/29,032,26612.31,48383.41
2056,180010737960733,176,01/33,772,3450.73,25484.32
2057,4221721198677,2182,05/31,382,47531.29,45577.8
2058,4682142163105,634,09/30,216,3664.76,33885.58
2059,4818668429337361,2323,07/27,120,20888.45,16062.2
2060,30055516061940,1321,12/25,425,14158.28,24566.7
2061,639057403672,2579,05/30,443,7496.74,43131.56
2062,30085114779460,428,04/27,0792,43593.05,28885.86
2063,213143913639432,1409,12/34,316,43275.04,10781.65
2064,6545110574680522,2195,10/28,358,47438.78,37309.35
2065,36190982668250,2704,11/25,033,2212.73,27574.63
2066,213195299142597,2693,01/30,530,21214.18,48488.1
2067,2711098799937818,2242,11/29,678,38973.32,37826.82
2068,6011350953139675,1307,05/33,139,46251.56,33025.0
2069,4176292643371290,617,05/32,578,47810.83,32343.47
2070,4861209517342,2477,02/30,972,20855.99,10528.34
2071,373136855681020,2185,07/28,726,6008.13,794.76
2072,6516765606789461,2705,08/31,098,5243.45,43951.39
2073,6011544121507058,2292,08/33,484,5130.17,19797.05
2074,372193707585066,1975,09/26,966,28056.91,3350.01
2075,2592233871991227,1533,08/31,353,49521.25,20762.81
2076,30058981227269,1187,11/33,144,26485.06,45226.25
2077,6562408942264344,1038,05/32,152,8083.41,14718.03
2078,4680267769334,1793,01/32,063,31761.89,14362.84
2079,6563965043119460,2851,06/25,220,36855.56,27484.54
2080,3591038488498063,1924,01/34,836,10043.46,19644.36
2081,30042676190172,28,02/26,220,48784.2,1639.39
2082,3503777743647199,1366,04/33,979,39505.81,49027.61
2083,676223526093,2629,03/33,307,15524.08,9216.51
2084,6540325075757893,2552,11/33,431,27388.62,11576.69
2085,4339682689391,1586,08/31,181,6407.87,19502.89
2086,4020056987644546546,2199,06/34,889,20070.87,2211.98
2087,2356517307144120,858,05/31,551,8894.39,16963.59
2088,3500345072639865,2063,02/34,6707,25662.9,17886.16
2089,4754015343732,1371,05/28,273,39036.13,24322.34
2090,213131593268648,2254,08/31,148,20523.83,30373.47
2091,4106415265283098,208,11/33,207,42177.62,9370.95
2092,213136047483529,2293,10/26,219,3324.18,10848.72
2093,3500865448231345,2724,04/34,819,14495.12,27051.38
2094,4982317930886,204,11/30,968,27928.87,28228.92
2095,3528951979803393,1121,09/32,485,23978.46,19281.7
2096,580988403706,377,03/29,961,11217.32,2340.84
2097,4321856608751428468,1281,12/32,192,40725.48,26977.36
2098,213141831491688,2078,12/33,896,5539.92,451.27
2099,4215834044695,929,11/28,446,15063.1,22439.7
2100,30270640867266,2846,11/29,629,23120.45,17750.84
2101,3540734688045850,1177,10/33,5812,26696.91,21122.79
2102,4795039209815108,2592,01/29,457,18981.7,25276.42
2103,344187301968574,1679,01/26,1616,10034.85,40244.83
2104,4571155006536491570,2648,12/28,3387,25397.67,25292.49
2105,3589123392256262,1920,09/31,628,18467.5,42282.42
2106,4600636995646990792,1898,07/30,741,45567.72,18457.07
2107,2702072669396919,2551,06/33,009,29770.13,43809.26
2108,4320922364607,723,10/27,472,8834.2,12156.44
2109,6579480727757488,1093,03/25,010,37226.71,21907.62
2110,3519811638155547,1044,01/29,322,21569.44,7716.44
2111,378409187397051,532,07/32,734,45307.67,3027.52
2112,180047514690794,888,07/32,468,45246.42,40924.56
2113,30123168308694,587,11/32,592,32437.57,11582.37
2114,30132112863035,2234,01/35,307,17056.13,36134.57
2115,4205364589276,1478,07/32,695,13598.73,46769.1
2116,501808525866,458,01/34,279,31295.11,12920.56
2117,3587282556205028,981,08/29,068,39914.13,41338.43
2118,676341679311,1259,01/28,084,27118.91,6784.99
2119,379568001740306,2069,05/27,915,3353.64,33489.9
2120,4463642216755919,2058,08/32,349,34229.91,43450.67
2121,30359246230241,1509,01/27,014,41740.31,46083.2
2122,3507455618371049,1034,03/31,380,20255.88,15912.56
2123,344493137823706,2504,11/26,366,9263.33,22813.76
2124,3518554195469148,299,07/33,656,29649.58,18294.86
2125,4802435354506388,487,03/33,661,34218.98,13605.93
2126,4607488189703,1409,07/31,802,10680.4,2793.1
2127,3545917874804967,1080,05/26,304,3338.6,46880.9
2128,676268307466,1211,12/27,108,3058.36,23941.88
2129,3515733343146229,1692,10/28,190,39281.07,25271.58
2130,3585442438139272,2051,06/26,275,37376.89,16252.77
2131,30164491656201,2861,08/28,481,44249.68,33186.17
2132,6011767705915575,488,10/25,153,40300.11,301.02
2133,213167957522113,1115,02/29,525,5134.24,29718.19
2134,4089661554609,2315,01/34,494,30139.04,20654.91
2135,213178156686617,2285,12/27,536,19076.55,16139.82
2136,213102954507684,2023,02/35,2210,10300.52,47895.05
2137,213188344615873,976,04/33,475,25497.59,27822.37
2138,2229543160718284,1944,08/26,799,21340.39,427.44
2139,4177695910466081,1415,07/26,316,13554.11,9459.24
2140,30593209647872,2240,02/32,504,35032.78,16932.85
2141,180093950112786,2123,09/34,412,3171.41,9398.48
2142,6011623385312668,2323,08/30,226,31982.8,38893.87
2143,3597411304265657,2697,10/34,115,22591.36,18398.64
2144,213134443874722,2652,08/29,998,13923.72,26321.75
2145,2262821236471072,1551,02/26,607,19107.79,6747.18
2146,6011417887004125,1036,03/30,558,45164.71,26071.95
2147,3584363819977067,1532,10/25,491,14916.53,7085.05
2148,4856787250684598494,1859,01/30,292,38544.03,2189.78
2149,4902964883698382690,2771,05/33,955,1182.09,28411.78
2150,30103751564515,15,12/26,641,45494.52,29717.8
2151,341845245471657,2184,04/29,875,14055.24,25216.12
2152,4464445598505,584,10/34,480,35119.82,23858.39
2153,4193000612434885,416,03/28,984,25426.69,28720.55
2154,3588677323294636,101,04/31,835,16848.3,16838.47
2155,3571177889428735,368,02/26,143,11187.45,1656.69
2156,180001308938604,831,11/34,172,13023.39,16948.19
2157,3506056735826641,1412,11/29,668,32960.79,39164.3
2158,4090391422554,319,01/26,206,34365.68,47743.65
2159,4810540592123373,2047,10/32,207,30092.8,29021.66
2160,38264437286659,714,10/34,9239,32598.33,6381.84
2161,3515248997345902,426,03/33,931,19646.79,3933.07
2162,4744615261880098,2243,09/32,016,26458.43,33877.19
2163,213159720691754,590,02/32,265,3370.03,38952.04
2164,3581626606916446,1648,01/31,363,17312.87,28089.71
2165,3593355503646718,2580,08/29,1386,19845.2,40438.8
2166,4732500919873691,634,09/31,935,27042.68,18971.06
2167,4246586578486668,2676,02/34,129,35825.19,26518.95
2168,4026697400693540,1618,07/32,163,31100.56,21294.43
2169,342180233293114,1371,05/30,448,45696.12,31565.43
2170,374779548343117,2108,08/31,377,24952.04,10.26
2171,3521395462042738,1797,01/35,122,6815.63,23187.56
2172,4139372942451443,2397,11/32,909,29459.96,43275.33
2173,4084939135473841,2851,09/32,7374,45908.08,37904.33
2174,213129965453004,553,03/30,069,42424.6,2177.22
2175,6011138888104223,972,07/33,198,33076.68,37542.07
2176,3543680673379977,2333,07/33,855,32558.31,21286.89
2177,5117338023838371,2129,03/29,115,26731.41,45731.76
2178,3577707268193338,304,10/29,403,24054.51,48696.25
2179,6011080380886305,1369,10/34,892,10019.63,7643.03
2180,3545086031399376,2187,03/34,112,21047.46,12794.84
2181,4549991659360,233,07/25,352,18611.5,45464.94
2182,4823795557412535,817,04/28,429,33038.22,13433.18
2183,3512366347835530,2578,10/31,379,4278.84,506.72
2184,4986636024896699,2159,11/30,406,40970.01,28765.28
2185,4945922727451627843,2193,07/33,6885,13282.93,793.05
2186,6529318573982779,2253,04/32,335,34223.07,29965.3
2187,4775404349980085,1796,07/31,305,1516.97,15214.8
2188,3554055234329017,1861,03/31,993,36495.16,1465.95
2189,30069877929215,909,07/34,176,18768.24,31716.55
2190,675925971631,2346,08/30,730,11372.43,41844.07
2191,4642155083774883,2354,05/30,773,40459.1,24688.12
2192,4717191638980533575,2218,03/25,524,1886.71,1512.3
2193,3588027794556420,922,01/32,884,34338.45,23951.25
2194,5148616389723920,143,03/26,888,48987.84,39074.46
2195,501809145847,2302,01/31,445,17475.63,44936.33
2196,3500852142900839,878,01/31,461,29923.88,17062.9
2197,4957924337187724,1300,11/26,149,18113.45,46391.8
2198,6539938904927645,219,12/29,955,16867.27,11850.04
2199,639052901902,2807,10/26,878,45252.8,33348.63
2200,341907527576858,1525,08/32,283,39228.79,18294.99
2201,565603662117,1609,05/34,717,13816.15,2247.12
2202,4003284945961,948,08/28,612,16437.76,29310.45
2203,378676745866674,1530,04/33,695,9158.79,15446.75
2204,4279011782691021683,2972,10/32,635,22390.14,33493.53
2205,4069746394615350938,1837,12/34,020,42616.93,34623.89
2206,180079400905309,1459,08/31,7005,43142.48,32005.1
2207,675972707227,1147,05/28,0572,13737.59,35942.28
2208,4822809383524396,539,11/30,154,44350.23,24041.21
2209,4055462311747180,1205,08/26,172,11666.28,44984.37
2210,30455049651326,416,05/28,300,10817.45,20063.83
2211,3564390512718062,953,06/32,7818,21648.33,26959.02
2212,4284750024771601703,2116,11/31,408,15541.38,30236.91
2213,4129974953120,652,01/35,756,6148.44,10370.48
2214,6566523291224230,2374,03/34,894,3236.64,31123.13
2215,3506078189308181,686,08/34,382,24295.23,6936.4
2216,4862649430142987,1235,03/30,114,48089.17,38340.52
2217,377988426133048,526,08/28,970,38598.38,42336.0
2218,4888489500191907,1750,02/31,220,20183.83,13778.86
2219,3526688711412396,1146,08/32,923,34647.0,33382.95
2220,3587445839122597,721,05/27,929,37865.66,43218.99
2221,4791535447368796,1894,07/30,216,20030.93,3702.12
2222,348879627905753,2975,02/27,644,36401.99,14412.57
2223,630462995741,914,08/34,6487,20278.54,31664.69
2224,4397952653377809,2455,07/28,499,47469.68,32350.51
2225,3518251169862206,608,08/28,2829,17260.63,11458.39
2226,4412433623356091,2243,10/26,228,10859.86,15081.52
2227,345093583964076,394,02/26,885,30774.74,2609.69
2228,5337966475164898,2411,01/33,216,32628.25,7446.42
2229,4587310371496007,1798,06/29,540,24569.16,30834.82
2230,4836490526905,559,05/31,095,9152.88,7417.3
2231,3548871085551072,537,06/30,464,20728.14,14291.6
2232,3573103395424396,736,12/29,406,46674.68,7516.36
2233,4508535812808328074,685,01/32,950,32130.76,28355.62
2234,345153655844760,2336,12/30,781,47145.52,32542.88
2235,502061643016,277,12/28,700,29491.11,1267.4
2236,2709821027332872,2178,06/26,378,49512.7,31772.42
2237,346241794927924,663,07/32,469,34240.53,10435.36
2238,3533335558565867,1409,01/35,208,9558.1,42921.76
2239,2266909291380480,72,10/28,962,36278.98,49861.46
2240,4346794857192716336,488,02/26,715,41628.79,5822.33
2241,374912209674963,1424,09/29,8793,30859.24,20038.36
2242,6011193563505566,319,01/32,020,45694.67,22327.88
2243,4388461410695938454,1748,02/33,689,29227.7,1713.18
2244,30177963278817,376,06/29,448,41681.67,43052.31
2245,060410911048,2669,07/26,112,2208.87,15567.92
2246,4469010020968850,298,08/26,924,35673.51,45825.62
2247,3548139316155174,1754,10/33,869,49603.62,39838.37
2248,2286648095486095,1670,08/32,851,7129.57,10624.92
2249,372940016128966,1208,01/32,124,11164.0,4005.77
2250,4597899332553334,2597,12/27,751,15649.39,11968.13
2251,30568369564125,1239,02/28,891,17326.7,18518.35
2252,676387195537,929,03/29,773,49279.75,7305.16
2253,6011369198354881,1900,02/27,942,31294.73,12911.54
2254,3541505166157410,2224,01/27,104,17119.59,21081.2
2255,4295116764426,386,03/31,366,15409.86,4833.03
2256,347356902588936,2498,02/29,803,31989.98,37435.02
2257,3536704453516688,1704,09/34,020,30862.68,34733.08
2258,630469304327,1452,05/27,815,47077.73,10645.32
2259,503856166692,634,01/26,462,41759.9,43362.4
2260,4294643004288514,2186,01/35,458,44732.93,29465.47
2261,30175447067293,2791,02/27,4819,4807.53,45132.42
2262,576453959354,2311,03/26,222,4562.35,35383.09
2263,371485893905772,2695,07/32,946,7211.0,38783.3
2264,3539840469584620,2079,01/34,178,35694.88,32323.03
2265,4306268705685,890,05/34,300,14581.99,33723.96
2266,3571619772103289,1783,02/28,119,5056.6,8455.5
2267,3508552713026384,1149,05/27,930,47922.21,28860.04
2268,30174531197769,505,03/28,889,41610.21,2541.48
2269,3510991741626862,1557,05/26,655,20558.24,9682.51
2270,6549688300746440,1933,01/27,5920,34879.01,47666.67
2271,4763881576572,1801,03/27,034,35973.33,13615.5
2272,4266824401007,2867,02/30,943,32612.89,18086.81
2273,3542735635390057,1439,06/34,370,14940.69,4778.7
2274,377830143825391,950,08/30,3712,7186.74,16722.07
2275,4357377638895,1448,08/30,383,41100.77,39233.64
2276,4907817879667741104,2198,07/30,3770,10246.34,7764.99
2277,213163469638570,1778,01/26,8485,21629.39,29160.68
2278,180096604675900,1420,03/35,844,18417.92,18806.26
2279,344402232225196,159,09/26,311,23510.89,21226.09
2280,4331665213195921275,432,06/34,105,47926.24,18358.95
2281,213154790081333,1764,02/32,956,2146.96,41040.51
2282,4986292489325111,45,08/32,329,8422.96,28554.92
2283,341768350515003,2351,02/31,435,34515.12,37321.33
2284,4687575574206853,257,04/26,729,37986.93,48001.02
2285,060408170979,810,10/29,436,21707.57,16395.63
2286,630451887537,2868,11/26,835,18770.14,20974.79
2287,213189600715555,1454,03/32,8012,32257.79,22232.75
2288,4120178314669154463,2733,09/28,630,39643.17,28470.97
2289,30560103880248,1031,09/25,087,3177.47,10315.01
2290,38195561610787,2308,07/25,960,47957.17,14378.0
2291,3550420215588672,1222,10/34,119,38814.27,13457.82
2292,4177816824991,751,12/28,594,13957.72,5562.13
2293,4995935456861695,1590,07/26,037,4176.78,29671.71
2294,4340936996374335036,1385,11/28,380,31504.52,40176.03
2295,30531520931120,750,01/33,230,13489.33,42552.57
2296,4057776554430370,2924,07/33,5815,31451.82,26667.04
2297,4947925965752591,2823,03/30,506,9575.06,13642.86
2298,4253143171045507,1204,03/27,399,20328.58,49872.42
2299,2273171744688396,234,01/29,328,28076.96,945.98
2300,30181948813243,74,09/25,508,17662.85,22440.3
2301,4695929689893636,2718,04/28,069,27449.28,6649.63
2302,4806393720463436,2638,06/26,898,3694.26,22280.94
2303,4660584366604128,2795,01/30,780,5079.43,27647.04
2304,5434836086935782,1698,04/27,379,20982.29,44441.3
2305,30111693192626,354,06/32,707,11669.77,33787.24
2306,3578985524926464,794,02/35,483,25540.03,15158.6
2307,5577645637242839,1003,05/30,676,38119.43,7677.49
2308,3580631436341774,485,11/29,341,37569.47,36708.42
2309,341321741418717,166,04/32,355,37383.41,43544.11
2310,376617582309636,1138,10/32,185,48549.44,20320.44
2311,6585326771332284,450,03/34,153,25478.37,38040.86
2312,377032084808185,1207,03/25,182,48611.34,20075.48
2313,3514532106271179,2709,12/28,376,18737.19,15954.55
2314,4552335907560,2146,12/27,701,25001.73,44572.65
2315,180084683506105,2608,10/25,090,42580.32,31796.5
2316,2224381834319428,1893,03/31,836,48232.23,34879.65
2317,4719685219542596,1339,07/26,778,49368.51,45625.47
2318,4628113613835250,2911,09/28,052,17723.47,5173.21
2319,6536755007025306,697,09/25,131,38656.16,17449.23
2320,4643470803274,974,07/31,431,12584.64,6161.54
2321,4947821747845,2887,12/31,546,2081.95,46646.73
2322,3599278973206918,1132,10/32,995,17308.72,10631.33
2323,3528255229577488,231,07/30,2373,44822.42,48561.18
2324,6511108288225485,87,08/29,822,33401.04,37875.22
2325,4646978003284483359,415,10/27,103,1369.98,1171.55
2326,4862503987933531138,10,10/29,962,44285.35,45485.1
2327,4523121124714320511,2794,10/27,3323,21376.69,48505.2
2328,502011472730,1910,12/27,930,31276.28,15938.67
2329,3581513389366322,263,12/27,840,48414.12,22875.68
2330,4962761370977156242,388,07/27,279,15428.93,21143.71
2331,4080452452601833514,2614,05/30,903,31331.95,17771.86
2332,6011347712892164,369,06/29,710,14343.94,44612.16
2333,180028347328141,1696,06/32,506,14104.71,26791.08
2334,3535480377251709,1104,06/30,083,1992.66,29054.74
2335,3544819378876205,1054,08/31,104,22354.97,4027.62
2336,4332491240347346,1689,09/31,809,33217.87,46600.71
2337,4527524851025859639,812,09/34,427,42981.09,4191.02
2338,2230833069590034,435,07/28,877,18403.17,27971.35
2339,2286125471476032,835,01/31,640,45269.36,49504.22
2340,501855861677,1176,12/28,276,10234.33,17999.03
2341,4448737002110,1935,09/25,829,41548.34,6004.83
2342,373762295213668,1915,07/34,979,2024.14,7620.03
2343,6011414234489505,1409,04/34,991,37779.47,33799.46
2344,6525360848693025,2056,09/28,4941,32850.05,19630.13
2345,3522446988250195,116,06/32,194,34552.65,26973.43
2346,6011263259573929,1917,08/28,259,6141.7,31709.15
2347,30589890807452,2783,03/28,079,39937.56,24251.73
2348,4618866995317514122,2324,04/29,600,34068.36,17636.41
2349,4544923141538924,165,07/34,169,28987.87,43691.61
2350,3551292347792038,992,09/34,846,25833.42,20663.09
2351,675921227749,401,07/30,568,4439.81,3383.69
2352,4318099645232121000,1053,02/34,698,34173.12,538.42
2353,4159235078134391211,1432,04/25,563,5978.0,10904.01
2354,6011708920159235,349,07/32,854,21287.57,21491.03
2355,4630219901117743,1305,03/25,443,8111.0,20735.36
2356,4216776699774826191,1891,01/28,762,16675.05,41211.26
2357,30334782057332,2029,09/29,571,48434.63,22251.97
2358,2607999882738541,1277,07/34,128,38562.06,25556.49
2359,213153289968554,340,10/26,544,27734.15,20215.16
2360,3512183574254669,2391,03/25,338,24543.37,29569.21
2361,4635523222531614,537,09/31,019,37217.75,13986.53
2362,30120129011292,1078,05/26,410,6694.15,7567.75
2363,6570148987737552,2039,02/32,121,4863.87,30913.72
2364,4933968269816726102,1137,10/29,272,44548.14,46841.57
2365,4841040892958795,636,10/26,113,35098.61,49669.48
2366,2283611340251915,495,08/33,809,14876.39,41269.9
2367,4925143041139,2277,10/34,920,39047.5,5453.78
2368,4521188449171458,112,01/32,983,43520.55,25424.72
2369,3568011709887132,2915,08/25,755,26398.75,27009.55
2370,4160573658794,813,12/25,009,48284.83,37029.58
2371,4950490090133,829,04/30,025,11606.44,33817.1
2372,4716111274245604578,157,01/29,662,33174.56,2373.31
2373,348175005809505,882,01/34,871,44503.49,47430.72
2374,4770122447299,382,10/34,353,9961.89,18050.58
2375,370621497878665,2507,01/29,551,45427.3,39622.0
2376,4796143833909940752,1822,09/30,342,44585.76,10383.38
2377,4584162379787652,10,06/27,105,34214.47,3883.11
2378,3549750992274987,442,07/34,636,19508.77,4505.82
2379,4560512897775514,2216,09/26,059,25639.19,29449.08
2380,213174084886346,2284,02/26,459,41848.24,19229.97
2381,3578639451344544,667,04/32,436,28085.87,1744.34
2382,2297518041807941,1951,12/28,590,49805.92,9869.06
2383,2404115097014397,319,11/29,204,10136.05,34407.48
2384,4354079790348,218,03/29,463,28221.18,41522.39
2385,676136978092,1229,03/34,434,41649.51,22687.06
2386,2236435721013332,1787,08/28,510,44724.62,35397.55
2387,4594261282142303656,747,06/33,337,25926.96,5187.61
2388,4931440229614845027,2114,05/32,996,36644.21,13139.85
2389,4791109504218616101,1031,04/29,741,48173.23,14627.14
2390,4148156724026,2356,08/28,002,30211.54,18800.25
2391,4833429503831196,359,09/34,463,13349.07,42410.0
2392,583386569474,210,11/29,753,7744.61,43948.75
2393,4053598554477963382,1544,12/30,739,6291.88,38656.33
2394,4160681751515,393,09/33,998,10034.63,33434.73
2395,630472263718,909,06/25,770,15098.22,10646.67
2396,3517324441306630,933,06/31,752,26851.92,45076.7
2397,30526582126882,446,10/33,985,31843.7,33355.64
2398,6011777700952184,1241,12/30,933,41932.85,30855.33
2399,3548246818949200,2574,01/33,577,31704.37,43822.21
2400,2286448573505411,790,06/31,487,36417.44,27013.44
2401,30381471774677,1149,01/28,518,13480.56,17723.55
2402,501896643126,1580,01/26,446,45483.1,36284.22
2403,4843826560171515,1194,06/26,336,34069.45,22223.19
2404,4248717364740,644,03/28,320,37717.77,24374.17
2405,4194233993798953,2926,12/34,517,23776.68,15103.58
2406,3566167310942948,1609,03/26,340,35815.55,40530.46
2407,4779514120597013671,1132,08/28,2160,20263.11,2751.84
2408,6011287942893261,1261,10/31,171,6032.73,46850.47
2409,4778250003429430703,2020,09/32,808,7949.96,5402.43
2410,6011977657225598,1186,01/27,781,25696.19,28729.25
2411,4391559758929339,49,09/25,521,48500.09,14056.25
2412,30408650049066,1339,10/28,300,14779.16,35034.01
2413,4251004166809764,2043,03/30,956,17725.3,8068.95
2414,4954772735304687,2434,05/26,524,36900.05,21313.08
2415,4843439262253,2866,05/28,327,20421.62,2289.19
2416,3599650746877987,2827,12/32,801,48090.45,49863.24
2417,213193835361532,2229,09/30,359,19906.15,39187.71
2418,377331010349524,2950,03/27,558,19046.61,19199.44
2419,3599931649288294,985,12/31,107,8611.78,16996.15
2420,371056076369597,2343,05/34,456,44085.8,36466.95
2421,4606882546511693,2367,11/26,123,21272.5,33153.91
2422,4776828888140,498,01/27,608,38126.26,23867.93
2423,36678373400135,478,09/28,537,32821.42,14893.74
2424,4978624356107638,1039,09/28,334,4346.68,32294.51
2425,4054541989554764574,2256,12/33,804,44316.82,12337.87
2426,3526193576828687,851,01/35,950,5386.87,21911.29
2427,30223079682300,114,05/30,535,37770.24,38775.31
2428,349326663798873,2582,11/34,389,13793.08,28074.85
2429,6588726111705270,2329,09/30,335,15766.23,49114.05
2430,3517927358284929,458,01/35,008,4595.8,49508.28
2431,4563845746919,2932,12/28,048,23784.94,11309.75
2432,3518406210197743,484,04/26,178,48872.11,49594.77
2433,4564922334803314,893,07/30,257,12175.19,5392.08
2434,4035913008613,381,07/33,529,5822.67,32350.62
2435,3553184056123166,1141,09/31,703,26494.0,29079.77
2436,213130972514408,1342,12/27,844,28428.77,35807.4
2437,370047434644111,2032,10/29,630,24571.14,17564.27
2438,3551435474381147,779,01/30,150,18482.49,9943.42
2439,6577691377870163,300,05/26,288,6431.98,41857.34
2440,4136477239080100403,1525,10/26,2926,18930.87,21071.95
2441,4717332077028,2351,08/29,774,44647.66,42733.58
2442,4833559174297,65,11/31,818,4124.56,22270.47
2443,3538373190457560,812,01/32,0657,33086.9,45253.13
2444,2719254394662614,177,04/26,382,8169.64,15172.68
2445,180029125199316,984,03/26,936,24496.07,7526.22
2446,30148702084832,1153,06/27,4277,15427.87,14188.89
2447,30561381356471,2801,01/28,033,47915.82,42688.56
2448,4062727457788326,2069,09/31,052,43023.91,11801.25
2449,30355476870888,1574,03/33,055,10590.23,7937.49
2450,38737363457881,2183,08/30,129,16121.93,37396.52
2451,343260149106680,861,08/28,6993,42794.0,23539.4
2452,4715143170073,543,04/29,594,5310.86,45205.91
2453,5172311536033022,326,07/27,180,13742.52,6366.02
2454,3506233141569285,1432,07/30,892,1547.91,26648.95
2455,4428172464942,1138,08/33,845,30498.32,20841.94
2456,213188490166622,1802,07/25,338,46761.69,26854.47
2457,30094127446182,2162,09/26,047,4126.19,43715.21
2458,3565721789688662,2122,03/28,396,43443.1,20241.16
2459,3530440638914391,1278,12/29,129,49727.65,40196.22
2460,4166510492171,1286,08/29,276,20648.47,11136.34
2461,4317750390520529562,125,07/26,287,34235.99,8463.82
2462,30301637558210,657,08/30,3385,43339.99,43358.95
2463,6533175917139720,2827,10/28,064,33003.48,45703.25
2464,2372246348057360,1936,08/27,665,47560.68,35161.65
2465,4880882849314736277,275,12/28,512,22069.18,48770.05
2466,676152380249,1541,02/30,658,42711.12,17453.57
2467,3599604636541302,2499,07/25,355,31682.34,18387.24
2468,5545609416592300,2278,11/26,267,36736.2,179.4
2469,4786523999362126329,684,12/34,818,49050.62,41065.09
2470,3553663627147069,2921,01/26,131,36191.9,49975.89
2471,4021713906065,1302,12/32,7177,40718.67,29137.16
2472,6011270543399805,1109,05/26,429,21807.72,4823.04
2473,30085446268943,26,01/34,081,13897.34,40083.38
2474,3594266940776928,445,06/26,883,32590.45,2462.57
2475,3514934085446378,36,05/31,335,2154.05,33471.19
2476,4671134914048159,1889,07/27,819,23325.88,21672.63
2477,4275123264123,503,04/33,258,19063.01,30806.06
2478,213162338394548,765,10/29,609,26445.45,38899.88
2479,6522018118591237,1532,07/27,680,19347.48,9719.64
2480,3581313717053464,194,12/32,881,42237.46,37913.28
2481,4354258615530,2376,05/33,244,8733.04,40933.53
2482,4767003958977726195,1244,07/32,680,16065.75,47324.01
2483,374422235405366,134,12/27,511,28960.99,16488.81
2484,372402356716991,383,05/25,719,18295.45,26332.26
2485,4180425900285,2819,11/32,221,23932.03,1280.5
2486,343568604354409,2204,11/30,787,1050.13,24117.49
2487,574292084468,367,05/33,279,43778.8,48521.65
2488,30134352635594,216,04/29,788,1395.53,26355.22
2489,4120721667487298974,2639,06/25,9085,2281.48,39671.67
2490,3515863987581454,493,05/29,968,31738.17,2735.78
2491,4602295756589610,1860,09/26,418,21936.85,13369.68
2492,4743129941085,277,07/32,581,14922.46,19111.01
2493,4713422127898,624,04/33,111,22075.38,40453.45
2494,30598724328023,2398,02/32,548,13959.78,25880.39
2495,676142260329,418,12/25,575,32315.96,41566.33
2496,2266208311159168,2928,01/31,166,13355.44,37395.17
