account_no,cust_id,balance,type,creation_date,status
1000615,312,607849.68,current,2023-04-08,active
1000616,313,502689.81,current,2025-03-08,inactive
1000617,313,930447.29,saving,2025-03-03,active
1000618,314,498806.98,saving,2015-04-21,active
1000619,314,164451.96,current,2008-08-11,inactive
1000620,315,23541.97,saving,2023-07-04,active
1000621,316,523839.43,current,2021-10-21,active
1000622,317,440045.61,current,2022-08-24,inactive
1000623,317,407481.0,current,2022-07-01,active
1000624,317,515979.52,saving,2021-06-05,active
1000625,318,510119.88,saving,2023-03-05,active
1000626,319,9978.27,current,2025-02-07,active
1000627,319,278627.39,saving,2025-02-03,inactive
1000628,320,198670.2,saving,2022-07-15,active
1000629,320,346302.2,saving,2022-01-30,active
1000630,321,910540.69,saving,2022-10-26,active
1000631,321,466667.67,current,2023-12-17,active
1000632,321,854223.23,saving,2017-01-06,active
1000633,322,39594.17,saving,2020-02-25,inactive
1000634,322,752570.65,saving,2017-03-01,active
1000635,322,152876.98,current,2021-09-06,inactive
1000636,323,326785.29,current,2013-07-08,active
1000637,324,887365.63,current,2001-06-23,active
1000638,324,59963.83,saving,2020-02-11,active
1000639,324,772513.56,saving,2008-06-16,active
1000640,325,863284.28,saving,2022-10-01,active
1000641,325,399386.13,current,2021-03-22,active
1000642,325,457226.99,current,2016-10-25,active
1000643,326,54920.05,saving,1993-01-28,active
1000644,326,523040.3,current,2013-08-25,active
1000645,327,761405.0,current,2022-11-15,active
1000646,327,770611.32,saving,2021-10-05,active
1000647,328,563378.74,current,2023-03-17,active
1000648,328,30199.21,saving,2023-11-07,active
1000649,329,712904.26,saving,2024-10-09,active
1000650,329,626276.86,saving,2024-04-29,active
1000651,330,221985.28,saving,2011-06-16,active
1000652,331,731494.83,saving,2024-12-15,inactive
1000653,331,74860.45,current,2025-01-30,active
1000654,331,81228.67,saving,2024-12-16,active
1000655,332,859320.46,current,2017-05-28,active
1000656,332,823213.82,current,1998-03-01,active
1000657,332,966811.21,current,2007-11-09,active
1000658,333,576612.69,current,2021-09-27,active
1000659,333,61809.92,saving,2021-07-29,active
1000660,333,828900.23,saving,2024-02-10,inactive
1000661,334,637394.39,saving,2020-05-18,active
1000662,334,864288.51,saving,2020-06-26,active
1000663,334,207039.82,saving,2024-05-30,active
1000664,335,244134.61,saving,2013-08-26,active
1000665,335,353060.59,saving,2008-04-25,inactive
1000666,335,618988.67,saving,2021-10-26,active
1000667,336,112501.01,current,2011-03-24,inactive
1000668,336,287482.8,saving,2017-08-21,inactive
1000669,336,671672.69,saving,2021-09-18,active
1000670,337,117206.46,saving,2021-11-17,active
1000671,337,901547.92,saving,2020-12-19,active
1000672,337,996512.89,saving,2016-06-23,active
1000673,338,891118.76,current,1994-03-26,active
1000674,338,124970.55,current,1999-04-01,active
1000675,339,834299.67,current,2024-11-24,active
1000676,339,160126.94,saving,2024-09-30,active
1000677,339,656563.78,saving,2025-02-23,active
1000678,340,932045.56,current,2002-05-10,active
1000679,340,371535.89,current,2024-10-20,active
1000680,341,187138.14,current,2020-01-16,active
1000681,342,295336.13,current,2023-01-26,active
1000682,343,413364.92,current,2014-04-10,inactive
1000683,344,819513.83,current,2024-03-14,active
1000684,345,217419.98,current,2022-10-13,active
1000685,345,508224.89,saving,2024-12-08,active
1000686,345,693680.55,saving,2021-07-20,active
1000687,346,100440.44,current,2021-05-03,active
1000688,347,366741.14,saving,2019-10-13,active
1000689,347,557953.19,saving,2010-08-30,active
1000690,348,773178.94,saving,2022-01-04,active
1000691,349,526522.38,saving,2023-07-28,active
1000692,350,494582.15,saving,2023-07-29,active
1000693,351,817656.64,saving,2025-03-10,active
1000694,351,460988.31,saving,2025-03-12,active
1000695,352,991596.77,saving,2011-06-10,active
1000696,352,480505.41,current,1994-06-24,active
1000697,352,941871.18,saving,2005-11-03,active
1000698,353,818901.91,current,2021-11-08,active
1000699,353,358462.28,current,2025-02-11,active
1000700,354,765795.37,saving,2025-03-14,active
1000701,354,815104.82,current,2025-03-13,active
1000702,354,518610.53,saving,2025-03-09,active
1000703,355,8138.89,saving,2022-11-19,active
1000704,355,975000.61,saving,2024-04-08,active
1000705,355,465259.81,current,2021-02-05,inactive
1000706,356,642604.97,saving,2025-03-13,active
1000707,356,839790.79,saving,2025-01-15,inactive
1000708,356,330934.8,current,2024-10-25,active
1000709,357,782200.82,saving,2024-08-10,active
1000710,357,186426.92,saving,2024-10-20,active
1000711,358,359812.73,saving,2015-05-05,active
1000712,358,608522.95,current,2016-01-04,active
1000713,358,360451.86,saving,2011-01-21,active
1000714,359,472675.13,current,2023-11-11,inactive
1000715,360,77012.07,current,2013-04-19,active
1000716,361,763353.37,saving,2020-02-07,active
1000717,361,275404.92,saving,2013-06-19,active
1000718,361,821117.76,current,2018-08-04,active
1000719,362,637604.64,current,1996-04-07,active
1000720,362,850618.64,saving,1996-01-18,inactive
1000721,362,258725.21,current,2025-02-11,active
1000722,363,302562.7,current,2022-11-03,active
1000723,364,723458.05,current,1998-11-22,active
1000724,365,384039.22,current,1995-09-07,inactive
1000725,365,683608.11,saving,1999-04-04,active
1000726,365,966615.74,current,2002-05-29,active
1000727,366,699482.93,current,2023-03-06,active
1000728,367,257443.81,saving,2007-06-09,active
1000729,368,763916.97,current,2015-08-19,active
1000730,369,332576.36,current,2023-04-13,active
1000731,370,894819.72,current,2024-09-02,active
1000732,370,877304.36,saving,2024-09-09,active
1000733,370,103066.56,saving,2024-04-24,active
1000734,371,510183.74,current,2009-05-06,active
1000735,371,870361.1,current,2007-10-12,active
1000736,372,112334.24,current,2017-04-13,inactive
1000737,372,587048.19,current,2016-02-12,active
1000738,372,441974.56,saving,2020-01-08,active
1000739,373,942567.75,current,2025-03-04,active
1000740,374,656638.93,saving,2001-06-30,active
1000741,374,624478.72,current,2016-06-22,inactive
1000742,375,459928.84,saving,2023-01-31,active
1000743,375,639439.88,current,2016-06-23,active
1000744,375,561530.83,saving,2015-05-02,active
1000745,376,447391.02,saving,2022-08-16,active
1000746,376,935565.25,current,2013-04-10,active
1000747,376,412470.84,current,2012-07-22,active
1000748,377,778518.32,current,1981-03-06,active
1000749,377,814994.69,saving,2004-10-07,active
1000750,378,515385.16,current,2024-05-24,active
1000751,379,311224.87,current,2023-05-15,inactive
1000752,380,581811.04,saving,2025-01-29,active
1000753,380,606378.22,current,2025-03-03,active
1000754,381,72089.96,saving,2013-12-01,active
1000755,382,235131.29,saving,2019-09-18,active
1000756,382,466432.94,current,2024-04-19,active
1000757,383,820580.33,saving,1999-01-21,active
1000758,383,605391.84,saving,2002-11-24,active
1000759,384,354835.57,current,2025-02-20,active
1000760,384,63453.07,saving,2025-03-07,active
1000761,384,319014.16,saving,2025-02-13,active
1000762,385,55942.15,saving,2025-01-10,active
1000763,385,877403.22,current,2024-11-24,active
1000764,386,339096.8,current,2021-11-08,active
1000765,386,13499.39,current,2022-06-12,active
1000766,387,947454.16,current,2015-05-20,active
1000767,388,447775.0,current,2022-12-11,active
1000768,388,195248.18,saving,2022-06-05,active
1000769,389,884817.71,saving,2018-05-29,active
1000770,389,391055.5,saving,1996-05-22,active
1000771,389,192961.96,current,1988-04-23,active
1000772,390,719321.72,saving,2023-05-27,active
1000773,390,138001.22,current,2021-06-20,active
1000774,390,58097.29,current,2019-07-14,active
1000775,391,686967.55,current,2023-06-08,inactive
1000776,391,27774.99,current,2019-10-05,active
1000777,392,117182.8,saving,2023-11-24,active
1000778,392,731952.37,saving,2020-03-14,active
1000779,392,291129.18,saving,2022-11-11,active
1000780,393,723760.74,saving,2024-11-24,active
1000781,394,387749.84,current,2022-01-13,inactive
1000782,394,564920.93,saving,2021-11-25,active
1000783,395,198026.75,current,2013-02-26,inactive
1000784,396,875229.64,saving,2021-01-07,inactive
1000785,396,749272.28,saving,2025-01-01,active
1000786,396,316586.94,saving,2022-04-07,active
1000787,397,125963.36,saving,2023-06-23,inactive
1000788,397,23862.03,saving,2024-05-20,active
1000789,398,303759.08,saving,2025-01-21,inactive
1000790,398,868430.26,saving,2024-12-06,active
1000791,398,876552.35,current,2024-11-06,active
1000792,399,581156.58,saving,2023-01-14,active
1000793,399,80056.56,saving,2023-06-21,inactive
1000794,399,837197.99,current,2015-02-19,active
1000795,400,397746.25,current,2022-01-21,active
1000796,400,372002.16,current,2018-02-12,active
1000797,400,665085.18,saving,2022-05-17,active
1000798,401,520787.57,current,2019-12-22,inactive
1000799,402,715473.46,saving,2021-12-15,active
1000800,402,316738.38,saving,2021-09-15,inactive
1000801,402,356523.12,saving,2023-07-24,active
1000802,403,751147.58,saving,2025-02-21,active
1000803,403,133645.81,saving,2025-01-09,active
1000804,404,677489.84,current,2015-03-04,active
1000805,405,13551.03,current,2017-12-23,active
1000806,406,996297.27,current,2025-03-01,inactive
1000807,407,213041.31,current,2018-03-02,inactive
1000808,407,589898.75,current,2023-12-26,active
1000809,407,597402.24,saving,2013-02-08,active
1000810,408,269967.23,current,2019-11-09,active
1000811,408,596975.59,current,2020-12-19,active
1000812,408,511684.25,current,2020-03-13,active
1000813,409,996382.99,saving,2018-03-07,inactive
1000814,410,488804.36,current,1998-10-26,active
1000815,411,128355.19,current,2024-04-21,inactive
1000816,411,512268.98,saving,2023-12-18,active
1000817,411,387329.85,current,2023-01-12,active
1000818,412,457367.56,current,2017-11-17,inactive
1000819,413,829523.2,saving,2020-06-21,inactive
1000820,413,610177.77,saving,2021-04-13,active
1000821,414,327066.83,current,2020-04-23,active
1000822,415,478236.96,saving,2004-03-28,active
1000823,416,960059.37,current,2020-01-29,inactive
1000824,417,158333.33,saving,2008-10-29,active
1000825,418,844213.79,current,2023-12-25,inactive
1000826,419,118448.73,saving,2024-08-03,active
1000827,420,596980.0,saving,2024-07-01,inactive
1000828,420,317145.32,current,2024-08-10,active
1000829,421,657694.97,current,2008-10-21,active
1000830,421,42946.11,saving,1991-08-30,active
1000831,422,827719.97,current,2009-07-30,active
1000832,422,237376.59,current,2012-01-14,active
1000833,423,899631.76,current,2016-09-02,active
1000834,424,131184.55,saving,2021-12-13,active
1000835,425,453756.49,current,2025-01-09,inactive
1000836,425,392458.27,saving,2024-10-25,active
1000837,426,123588.97,current,2021-03-29,active
1000838,426,864310.12,saving,2021-12-15,active
1000839,427,944491.07,saving,2020-08-22,active
1000840,427,231171.71,current,2017-12-20,active
1000841,428,890885.58,current,2007-01-12,active
1000842,428,111694.17,saving,2008-08-15,active
1000843,429,83524.63,saving,2024-12-09,active
1000844,429,507143.33,current,2021-05-09,inactive
1000845,429,289023.81,saving,2023-08-08,active
1000846,430,533794.11,current,2023-05-24,inactive
1000847,431,731572.5,saving,2006-07-07,active
1000848,432,234367.82,current,2024-12-09,active
1000849,432,600493.08,current,2024-11-17,active
1000850,433,265404.35,saving,2013-10-18,active
1000851,433,887808.24,saving,2002-01-25,active
1000852,433,921404.47,saving,1999-06-03,inactive
1000853,434,19031.08,saving,2023-07-31,active
1000854,435,844191.1,saving,2024-03-09,inactive
1000855,435,477340.98,saving,2023-09-09,inactive
1000856,435,339742.06,saving,2021-09-19,inactive
1000857,436,931489.81,saving,2007-03-04,active
1000858,437,6955.65,saving,2025-03-01,inactive
1000859,437,793778.6,saving,2023-07-03,active
1000860,438,646893.71,saving,2024-09-26,active
1000861,438,71229.73,saving,2022-09-23,active
1000862,438,587567.84,saving,2023-09-08,active
1000863,439,460784.29,saving,2022-10-25,active
1000864,440,872845.01,saving,2024-02-23,active
1000865,440,618814.78,saving,2018-11-08,inactive
1000866,440,429252.96,current,2014-11-27,active
1000867,441,781008.82,saving,2025-02-05,active
1000868,441,779642.79,saving,2025-01-04,active
1000869,441,339250.91,saving,2025-02-19,active
1000870,442,831616.94,saving,2023-02-10,active
1000871,442,992741.67,current,2024-11-15,active
1000872,442,408416.44,current,2023-07-14,active
1000873,443,344283.47,saving,2025-03-13,active
1000874,444,298955.48,current,2022-05-13,active
1000875,444,690064.19,saving,2021-09-07,active
1000876,444,864871.28,current,2022-04-11,active
1000877,445,824644.77,current,2023-05-11,active
1000878,445,559626.41,current,2023-08-13,active
1000879,445,855728.14,saving,2023-05-27,active
1000880,446,337023.96,saving,2024-05-30,inactive
1000881,446,410646.23,current,2024-04-24,active
1000882,446,419616.81,saving,2019-10-07,active
1000883,447,509250.26,saving,2024-10-11,inactive
1000884,447,921785.38,current,2025-02-20,active
1000885,448,54211.92,saving,2022-07-21,active
1000886,448,198154.99,current,2021-05-01,active
1000887,449,209735.32,current,1995-05-11,active
1000888,450,345790.75,current,2006-11-16,active
1000889,450,511947.38,saving,2024-10-27,active
1000890,450,596980.17,saving,2022-11-30,active
1000891,451,578797.09,current,2020-04-25,active
1000892,451,648450.36,saving,2019-04-11,active
1000893,452,84523.45,current,2020-07-23,active
1000894,452,179888.75,saving,2023-04-25,active
1000895,452,516941.84,saving,2023-03-19,active
1000896,453,238177.97,saving,2014-02-28,active
1000897,453,157916.72,saving,2025-03-02,active
1000898,454,735338.76,saving,2004-08-18,active
1000899,454,541110.35,saving,2004-07-31,active
1000900,455,12903.93,current,2016-07-12,active
1000901,455,729892.37,current,2022-09-17,active
1000902,455,102266.24,current,2019-01-19,active
1000903,456,21469.27,current,2024-07-21,active
1000904,456,21774.88,current,2021-07-27,active
1000905,456,553255.19,current,2023-03-17,inactive
1000906,457,753928.07,saving,2023-06-19,active
1000907,458,534623.85,saving,2020-12-08,active
1000908,459,397838.03,current,2023-06-24,active
1000909,459,743123.93,current,2025-01-23,active
1000910,460,366586.08,current,2012-11-01,active
1000911,461,940684.78,saving,2015-09-29,active
1000912,461,429658.08,saving,2023-11-18,active
1000913,462,638533.31,saving,2023-12-11,active
1000914,462,737386.04,saving,2018-11-22,active
1000915,463,936084.5,saving,2014-03-20,active
1000916,463,501952.44,current,2010-08-11,active
1000917,464,927700.84,saving,2017-12-19,active
1000918,464,446204.85,saving,2009-08-09,inactive
1000919,465,961213.7,saving,2020-01-31,active
1000920,465,544509.34,current,2021-10-27,active
1000921,466,509104.6,current,2024-09-06,active
1000922,467,448137.81,saving,2022-08-13,active
1000923,467,925282.5,saving,2020-02-16,active
1000924,468,724982.36,current,2003-11-14,active
1000925,469,719079.25,current,2004-12-25,active
1000926,469,968200.16,current,2003-05-22,active
1000927,469,21490.59,current,2022-01-21,active
1000928,470,493588.37,current,2012-09-30,active
1000929,470,69921.76,current,2015-01-31,active
1000930,471,428973.03,saving,2025-01-28,active
1000931,471,790562.69,saving,2024-10-08,active
1000932,472,6539.15,current,2015-06-15,inactive
1000933,472,423073.54,current,2018-05-18,active
1000934,472,955132.74,saving,2014-02-09,active
1000935,473,45112.23,current,2011-11-24,active
1000936,473,645672.73,current,2015-11-12,active
1000937,473,119266.31,saving,2014-06-22,active
1000938,474,67450.9,current,2022-01-28,active
1000939,474,466105.36,current,2020-06-29,active
1000940,474,276828.5,saving,2021-07-07,active
1000941,475,185420.14,current,2021-08-22,active
1000942,475,845836.93,current,2018-10-29,active
1000943,475,929728.98,saving,2023-12-05,active
1000944,476,847240.45,current,2012-11-29,active
1000945,476,989533.99,current,2012-06-16,active
1000946,477,18441.12,saving,2016-10-02,active
1000947,478,708945.62,saving,2020-12-10,active
1000948,478,434878.92,current,2021-03-26,active
1000949,478,111436.81,current,2025-02-11,active
1000950,479,698591.0,current,2025-03-02,active
